走路软件	sogou	http://sbs.m.sogou.com/index.php/annotate/viewResult?taskId=2846&queryId=1547525&compare=sm	None	None	1	0	主需求是手机计步数的软件，右1相关但完全不满足需求	None	None
走路软件	sogou	http://sbs.m.sogou.com/index.php/annotate/viewResult?taskId=2846&queryId=1547525&compare=sm	http://m.9ht.com/w/19193	None	2	3	满足主需求，但内容不够丰富	None	None
走路软件	sogou	http://sbs.m.sogou.com/index.php/annotate/viewResult?taskId=2846&queryId=1547525&compare=sm	http://m.cr173.com/k/walkmoney	None	3	3	满足主需求，给出6个相关软件，内容不够丰富	None	None
走路软件	sogou	http://sbs.m.sogou.com/index.php/annotate/viewResult?taskId=2846&queryId=1547525&compare=sm	None	None	4	3	ctr高，猜测是因为首条vr满足差，促进了用户换词搜索的需求；从session来看，走路赚钱的换词需求很高，hint上移结果并没有给出	None	None
走路软件	sogou	http://sbs.m.sogou.com/index.php/annotate/viewResult?taskId=2846&queryId=1547525&compare=sm	http://m.ddooo.com/softdown/58299.htm	None	5	3	推荐了一个，内容不够丰富	sogou	None
走路软件	baidu	http://sbs.m.sogou.com/index.php/annotate/viewResult?taskId=2846&queryId=1547525&compare=baidu	http://zhidao.baidu.com/question/1703625185135257980.html?fr=ala&word=%E8%B5%B0%E8%B7%AF%E8%BD%AF%E4%BB%B6&device=mobile&ssid=0&from=0&uid=0&pu=usm@2,sz@1320_1001,ta@iphone_2_5.0_3_537&bd_page_type=1&baiduid=8D603B2C73A9A275470A1ED18A5D9695&tj=zhidao_1_0_10_l1	聚合	1	3	多样性需求	None	None
走路软件	baidu	http://sbs.m.sogou.com/index.php/annotate/viewResult?taskId=2846&queryId=1547525&compare=baidu	http://m.pc6.com/z/mobilepedometer	None	2	4	满足主需求且资源丰富	None	None
走路软件	baidu	http://sbs.m.sogou.com/index.php/annotate/viewResult?taskId=2846&queryId=1547525&compare=baidu	None	None	3	3	满足主需求但需多次点击下载	None	None
走路软件	baidu	http://sbs.m.sogou.com/index.php/annotate/viewResult?taskId=2846&queryId=1547525&compare=baidu	None	None	4	3	满足主需求，给出6个相关软件，内容不够丰富	None	None
走路软件	baidu	http://sbs.m.sogou.com/index.php/annotate/viewResult?taskId=2846&queryId=1547525&compare=baidu	http://m.hackhome.com/InfoView/Article_289515.html	None	5	3	推荐了一个，内容不够丰富	-1	搜狗首条VR满足差，右侧整体内容不够丰富
走路软件	sm	http://sbs.m.sogou.com/index.php/annotate/viewResult?taskId=2846&queryId=1547525&compare=sm	http://m.yxlady.com/mt/201509/878784.shtml	None	1	3	满足主需求，但内容不够丰富	None	None
走路软件	sm	http://sbs.m.sogou.com/index.php/annotate/viewResult?taskId=2846&queryId=1547525&compare=sm	None	None	2	3	多样性需求	None	None
走路软件	sm	http://sbs.m.sogou.com/index.php/annotate/viewResult?taskId=2846&queryId=1547525&compare=sm	http://zhidao.baidu.com/question/874366818761776772.html	聚合	3	2	低质回答	None	None
走路软件	sm	http://sbs.m.sogou.com/index.php/annotate/viewResult?taskId=2846&queryId=1547525&compare=sm	None	None	4	0	相关性差	None	None
走路软件	sm	http://sbs.m.sogou.com/index.php/annotate/viewResult?taskId=2846&queryId=1547525&compare=sm	http://m.5577.com/d/72162	None	5	0	不相关	-1	搜狗首条VR满足差，神马3、4、5条满足差
走路软件	haosou	http://sbs.m.sogou.com/index.php/annotate/viewResult?taskId=2846&queryId=1547525&compare=haosou	http://m.hackhome.com/InfoView/Article_289515.html	None	1	3	多样性需求	None	None
走路软件	haosou	http://sbs.m.sogou.com/index.php/annotate/viewResult?taskId=2846&queryId=1547525&compare=haosou	http://m.cr173.com/w/81998	None	2	3	满足主需求，但内容不够丰富	None	None
走路软件	haosou	http://sbs.m.sogou.com/index.php/annotate/viewResult?taskId=2846&queryId=1547525&compare=haosou	http://wap.yzmg.com/app/125727.html	None	3	3	满足主需求，但内容不够丰富	None	None
走路软件	haosou	http://sbs.m.sogou.com/index.php/annotate/viewResult?taskId=2846&queryId=1547525&compare=haosou	None	None	4	3	满足主需求，但内容不够丰富，给出4个	None	None
走路软件	haosou	http://sbs.m.sogou.com/index.php/annotate/viewResult?taskId=2846&queryId=1547525&compare=haosou	http://fitness.yxlady.com/201509/878784.shtml	None	5	3	满足主需求，给出6个相关软件，内容不够丰富	-1	搜狗首条VR满足差
49天之同人	sogou	http://sbs.m.sogou.com/index.php/annotate/viewResult?taskId=2846&queryId=1547528&compare=sm	http://m.hanjucc.com/hanjudongtai/18593.html	None	1	0	需求是49天小说或者电视剧同人写的小说，给出的都是49天抄袭同人作品的新闻结果，不相关	None	None
49天之同人	sogou	http://sbs.m.sogou.com/index.php/annotate/viewResult?taskId=2846&queryId=1547528&compare=sm	http://m.sohu.com/n/304706473/?_trans_=000014_sougou_ss&v=3	None	2	0	需求是49天小说或者电视剧同人写的小说，给出的都是49天抄袭同人作品的新闻结果，不相关	None	None
